"ISSUE_SEVERITY_RANK","ISSUE_SEVERITY","SCORE","PROBLEM_TITLE","CVE","CVE_URL","CWE","PROJECT_NAME","PROJECT_URL","EXPLOIT_MATURITY","COMPUTED_FIXABILITY","FIRST_INTRODUCED","PRODUCT_NAME","ISSUE_URL","ISSUE_STATUS_INDICATOR","ISSUE_TYPE"
3,"High",825,"Cross-site Scripting (XSS)","[]","[]","[""CWE-79""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-b3aeee93-9d22-4cf5-a31a-56f66a5c2a0f","Open","Vulnerability"
3,"High",825,"Cross-site Scripting (XSS)","[]","[]","[""CWE-79""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-89ae1e14-dbe9-4440-8c1e-3f32d4a36e4b","Open","Vulnerability"
3,"High",825,"Cross-site Scripting (XSS)","[]","[]","[""CWE-79""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-9c829152-256f-468e-873b-fc2809ec170a","Open","Vulnerability"
3,"High",825,"Cross-site Scripting (XSS)","[]","[]","[""CWE-79""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-3901b337-1ddd-4127-8fcf-d0c95f0d4305","Open","Vulnerability"
3,"High",813,"Hardcoded Secret","[]","[]","[""CWE-547""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-3b66cbfc-ffa7-44f2-972c-6a8afc9991b2","Open","Vulnerability"
3,"High",813,"Hardcoded Secret","[]","[]","[""CWE-547""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-e10e2d3a-5734-461f-a432-e7fd918e3fc6","Open","Vulnerability"
3,"High",813,"SQL Injection","[]","[]","[""CWE-89""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-96b52236-93be-4e8b-b6cd-c4042e5197ea","Open","Vulnerability"
3,"High",813,"SQL Injection","[]","[]","[""CWE-89""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-9d056c1c-2f3e-4dd5-9e69-6a5f3cc6668a","Open","Vulnerability"
3,"High",807,"Path Traversal","[]","[]","[""CWE-23""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-cf8455b6-ca32-434f-aacb-71be3b475c5d","Open","Vulnerability"
3,"High",807,"Deserialization of Untrusted Data","[]","[]","[""CWE-502""]","vdharmava/Venu-SAST-Grok-Python1(main)","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce",,"Not Applicable","2025-06-24 03:54:04.790","Snyk Code","https://app.us.snyk.io/org/snyk-sandbox-exp/project/c3a3a19e-fb87-4715-a60c-e3ddf61848ce#issue-1afcffde-d217-4b43-b574-3453b63815a1","Open","Vulnerability"
